DEPT_CODE,DEPT_NAME,YYYY,GDP(Bill)(COP),GDP(COP),SECTOR,SECTOR_ID
5,ANTIOQUIA,2005,3488,3.488E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2006,3640,3.64E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2007,4013,4.013E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2008,4111,4.111E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2009,4383,4.383E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2010,4495,4.495E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2011,4859,4.859E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2012,4874,4.874E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2013,5206,5.206E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2014,5420,5.42E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2015,6402,6.402E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
5,ANTIOQUIA,2016p,7385,7.385E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2000,188,1.88E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2001,237,2.37E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2002,223,2.23E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2003,276,2.76E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2004,304,3.04E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2005,400,4E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2006,416,4.16E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2007,489,4.89E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2008,583,5.83E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2009,627,6.27E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2010,625,6.25E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2011,694,6.94E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2012,825,8.25E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2013,813,8.13E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2014,837,8.37E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2015,984,9.84E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
81,ARAUCA,2016p,1212,1.212E+12,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
8,ATLANTICO,2000,228,2.28E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
8,ATLANTICO,2001,266,2.66E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
8,ATLANTICO,2002,306,3.06E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
8,ATLANTICO,2003,304,3.04E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
8,ATLANTICO,2004,342,3.42E+11,AGRICULTURA GANADERIA SILVICULTURA Y PESCA,S03
