DEPT_CODE,DEPT_NAME,YYYY,POPULATION
11,SANTAFE DE BOGOTA D.C,1991,4798274
11,SANTAFE DE BOGOTA D.C,1992,4962022
13,BOLIVAR,1985,1220967
13,BOLIVAR,1986,1251379
13,BOLIVAR,1987,1282045
13,BOLIVAR,1988,1312887
13,BOLIVAR,1989,1343824
13,BOLIVAR,1990,1374876
13,BOLIVAR,1991,1406155
13,BOLIVAR,1992,1437729
15,BOYACA,1985,1048011
15,BOYACA,1986,1052385
15,BOYACA,1987,1056837
15,BOYACA,1988,1061299
15,BOYACA,1989,1065733
15,BOYACA,1990,1070104
15,BOYACA,1991,1074459
15,BOYACA,1992,1078922
17,CALDAS,1985,960260
17,CALDAS,1986,965100
17,CALDAS,1987,969846
17,CALDAS,1988,974462
17,CALDAS,1989,978829
17,CALDAS,1990,982848
17,CALDAS,1991,986620
17,CALDAS,1992,990330
18,CAQUETA,1985,263160
18,CAQUETA,1986,271487
18,CAQUETA,1987,279646
18,CAQUETA,1988,287596
18,CAQUETA,1989,295293
18,CAQUETA,1990,302717
18,CAQUETA,1991,309919
18,CAQUETA,1992,316907
19,CAUCA,1985,974405
19,CAUCA,1986,986786
19,CAUCA,1987,999625
19,CAUCA,1988,1012834
19,CAUCA,1989,1026314
19,CAUCA,1990,1039976
19,CAUCA,1991,1053963
19,CAUCA,1992,1068557
20,CESAR,1985,592442
20,CESAR,1986,613161
20,CESAR,1987,633745
20,CESAR,1988,654127
20,CESAR,1989,674298
20,CESAR,1990,694262
20,CESAR,1991,714051
20,CESAR,1992,733623
23,CORDOBA,1985,1132612
23,CORDOBA,1986,1151590
23,CORDOBA,1987,1170904
23,CORDOBA,1988,1190468
23,CORDOBA,1989,1210256
23,CORDOBA,1990,1230290
23,CORDOBA,1991,1250586
23,CORDOBA,1992,1271153
25,CUNDINAMARCA,1985,2114276
25,CUNDINAMARCA,1986,2065235
25,CUNDINAMARCA,1987,2020094
25,CUNDINAMARCA,1988,1978695
25,CUNDINAMARCA,1989,1940832
25,CUNDINAMARCA,1990,1906370
25,CUNDINAMARCA,1991,1875416
25,CUNDINAMARCA,1992,1848208
27,CHOCO,1985,229105
27,CHOCO,1986,235121
27,CHOCO,1987,241629
27,CHOCO,1988,248458
27,CHOCO,1989,255566
27,CHOCO,1990,262968
27,CHOCO,1991,270600
27,CHOCO,1992,278469
41,HUILA,1985,680674
41,HUILA,1986,693291
41,HUILA,1987,706169
41,HUILA,1988,719228
41,HUILA,1989,732407
41,HUILA,1990,745687
41,HUILA,1991,759135
41,HUILA,1992,772830
44,LA GUAJIRA,1985,395373
44,LA GUAJIRA,1986,405272
44,LA GUAJIRA,1987,415434
44,LA GUAJIRA,1988,425730
44,LA GUAJIRA,1989,436120
44,LA GUAJIRA,1990,446644
44,LA GUAJIRA,1991,457363
44,LA GUAJIRA,1992,468477
47,MAGDALENA,1985,802094
47,MAGDALENA,1986,814494
47,MAGDALENA,1987,827158
47,MAGDALENA,1988,840021
47,MAGDALENA,1989,853030
47,MAGDALENA,1990,866200
47,MAGDALENA,1991,879594
47,MAGDALENA,1992,893267
50,META,1985,405223
50,META,1986,421008
50,META,1987,437328
50,META,1988,454151
50,META,1989,471443
50,META,1990,489217
50,META,1991,507588
50,META,1992,526666
52,NARINO,1985,1189007
52,NARINO,1986,1203597
52,NARINO,1987,1218733
52,NARINO,1988,1234134
52,NARINO,1989,1249529
52,NARINO,1990,1264744
52,NARINO,1991,1280080
52,NARINO,1992,1296127
54,NORTE DE SANTANDER,1985,921438
54,NORTE DE SANTANDER,1986,941230
54,NORTE DE SANTANDER,1987,961290
54,NORTE DE SANTANDER,1988,981510
54,NORTE DE SANTANDER,1989,1001761
54,NORTE DE SANTANDER,1990,1021965
54,NORTE DE SANTANDER,1991,1042294
54,NORTE DE SANTANDER,1992,1063046
63,QUINDIO,1985,450100
63,QUINDIO,1986,452993
63,QUINDIO,1987,456005
63,QUINDIO,1988,459185
63,QUINDIO,1989,462436
63,QUINDIO,1990,465669
63,QUINDIO,1991,469079
63,QUINDIO,1992,472954
66,RISARALDA,1985,681414
66,RISARALDA,1986,693027
66,RISARALDA,1987,704616
66,RISARALDA,1988,716316
66,RISARALDA,1989,727898
66,RISARALDA,1990,739151
66,RISARALDA,1991,750429
66,RISARALDA,1992,762288
68,SANTANDER,1985,1389414
68,SANTANDER,1986,1412093
68,SANTANDER,1987,1435334
68,SANTANDER,1988,1459014
68,SANTANDER,1989,1482998
68,SANTANDER,1990,1507191
68,SANTANDER,1991,1531742
68,SANTANDER,1992,1556972
70,SUCRE,1985,590461
70,SUCRE,1986,600249
70,SUCRE,1987,610197
70,SUCRE,1988,620245
70,SUCRE,1989,630357
70,SUCRE,1990,640539
70,SUCRE,1991,650810
70,SUCRE,1992,661132
73,TOLIMA,1985,1186822
73,TOLIMA,1986,1194377
73,TOLIMA,1987,1201914
73,TOLIMA,1988,1209434
73,TOLIMA,1989,1216846
73,TOLIMA,1990,1224084
73,TOLIMA,1991,1231183
73,TOLIMA,1992,1238174
76,VALLE DEL CAUCA,1985,3388992
76,VALLE DEL CAUCA,1986,3437361
76,VALLE DEL CAUCA,1987,3486262
76,VALLE DEL CAUCA,1988,3534820
76,VALLE DEL CAUCA,1989,3581610
76,VALLE DEL CAUCA,1990,3625838
76,VALLE DEL CAUCA,1991,3669350
76,VALLE DEL CAUCA,1992,3714906
81,ARAUCA,1985,168339
81,ARAUCA,1986,171909
81,ARAUCA,1987,175435
81,ARAUCA,1988,178904
81,ARAUCA,1989,182316
81,ARAUCA,1990,185672
81,ARAUCA,1991,188976
81,ARAUCA,1992,192270
85,CASANARE,1985,190862
85,CASANARE,1986,196483
85,CASANARE,1987,202247
85,CASANARE,1988,208094
85,CASANARE,1989,214026
85,CASANARE,1990,220060
85,CASANARE,1991,226239
85,CASANARE,1992,232624
86,PUTUMAYO,1985,135647
86,PUTUMAYO,1986,141676
86,PUTUMAYO,1987,147753
86,PUTUMAYO,1988,153834
86,PUTUMAYO,1989,159891
86,PUTUMAYO,1990,165909
86,PUTUMAYO,1991,171971
86,PUTUMAYO,1992,178222
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1985,41305
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1986,43261
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1987,45190
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1988,47053
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1989,48854
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1990,50580
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1991,52225
88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1992,53776
91,AMAZONAS,1985,32549
91,AMAZONAS,1986,34156
91,AMAZONAS,1987,35722
91,AMAZONAS,1988,37275
91,AMAZONAS,1989,38807
91,AMAZONAS,1990,40307
91,AMAZONAS,1991,41797
91,AMAZONAS,1992,43276
94,GUAINIA,1985,15497
94,GUAINIA,1986,16003
94,GUAINIA,1987,16531
94,GUAINIA,1988,17058
94,GUAINIA,1989,17563
94,GUAINIA,1990,18056
94,GUAINIA,1991,18560
94,GUAINIA,1992,19093
95,GUAVIARE,1985,34844
95,GUAVIARE,1986,38846
95,GUAVIARE,1987,42614
95,GUAVIARE,1988,46120
95,GUAVIARE,1989,49360
95,GUAVIARE,1990,52333
95,GUAVIARE,1991,55062
95,GUAVIARE,1992,57596
97,VAUPES,1985,11948
97,VAUPES,1986,12373
97,VAUPES,1987,12792
97,VAUPES,1988,13205
97,VAUPES,1989,13629
97,VAUPES,1990,14055
97,VAUPES,1991,14488
97,VAUPES,1992,14941
99,VICHADA,1985,41240
99,VICHADA,1986,42626
99,VICHADA,1987,44037
99,VICHADA,1988,45449
99,VICHADA,1989,46861
99,VICHADA,1990,48289
99,VICHADA,1991,49755
99,VICHADA,1992,51296
05,ANTIOQUIA,1993,4607874
05,ANTIOQUIA,1994,4679652
05,ANTIOQUIA,1995,4753428
05,ANTIOQUIA,1996,4828617
05,ANTIOQUIA,1997,4904267
05,ANTIOQUIA,1998,4979394
05,ANTIOQUIA,1999,5053418
05,ANTIOQUIA,2000,5125644
05,ANTIOQUIA,2001,5195638
05,ANTIOQUIA,2002,5263667
05,ANTIOQUIA,2003,5330340
05,ANTIOQUIA,2004,5396150
08,ATLANTICO,1993,1681570
08,ATLANTICO,1994,1722771
08,ATLANTICO,1995,1763028
08,ATLANTICO,1996,1802161
08,ATLANTICO,1997,1840322
08,ATLANTICO,1998,1877606
08,ATLANTICO,1999,1914068
08,ATLANTICO,2000,1949617
08,ATLANTICO,2001,1984146
08,ATLANTICO,2002,2017648
08,ATLANTICO,2003,2050266
08,ATLANTICO,2004,2082198
11,SANTAFE DE BOGOTA D.C,1993,5138233
11,SANTAFE DE BOGOTA D.C,1994,5296708
11,SANTAFE DE BOGOTA D.C,1995,5455819
11,SANTAFE DE BOGOTA D.C,1996,5614203
11,SANTAFE DE BOGOTA D.C,1997,5768738
11,SANTAFE DE BOGOTA D.C,1998,5916230
11,SANTAFE DE BOGOTA D.C,1999,6055303
11,SANTAFE DE BOGOTA D.C,2000,6184880
11,SANTAFE DE BOGOTA D.C,2001,6304362
11,SANTAFE DE BOGOTA D.C,2002,6414904
11,SANTAFE DE BOGOTA D.C,2003,6518528
11,SANTAFE DE BOGOTA D.C,2004,6616513
13,BOLIVAR,1993,1469865
13,BOLIVAR,1994,1500407
13,BOLIVAR,1995,1530247
13,BOLIVAR,1996,1559366
13,BOLIVAR,1997,1587980
13,BOLIVAR,1998,1616288
13,BOLIVAR,1999,1644322
13,BOLIVAR,2000,1671988
13,BOLIVAR,2001,1699162
13,BOLIVAR,2002,1725647
13,BOLIVAR,2003,1751313
13,BOLIVAR,2004,1776177
15,BOYACA,1993,1082183
15,BOYACA,1994,1087619
15,BOYACA,1995,1093151
15,BOYACA,1996,1098694
15,BOYACA,1997,1104195
15,BOYACA,1998,1109616
15,BOYACA,1999,1114865
15,BOYACA,2000,1119904
15,BOYACA,2001,1124702
15,BOYACA,2002,1129250
15,BOYACA,2003,1133618
15,BOYACA,2004,1137797
17,CALDAS,1993,993536
17,CALDAS,1994,997309
17,CALDAS,1995,1000677
17,CALDAS,1996,1003535
17,CALDAS,1997,1005791
17,CALDAS,1998,1007382
17,CALDAS,1999,1008277
17,CALDAS,2000,1008357
17,CALDAS,2001,1007560
17,CALDAS,2002,1005919
17,CALDAS,2003,1003556
17,CALDAS,2004,1000581
18,CAQUETA,1993,323663
18,CAQUETA,1994,329913
18,CAQUETA,1995,335918
18,CAQUETA,1996,341683
18,CAQUETA,1997,347208
18,CAQUETA,1998,352461
18,CAQUETA,1999,357420
18,CAQUETA,2000,362047
18,CAQUETA,2001,366328
18,CAQUETA,2002,370243
18,CAQUETA,2003,373786
18,CAQUETA,2004,376967
19,CAUCA,1993,1082810
19,CAUCA,1994,1099397
19,CAUCA,1995,1116314
19,CAUCA,1996,1133437
19,CAUCA,1997,1150677
19,CAUCA,1998,1167956
19,CAUCA,1999,1185202
19,CAUCA,2000,1202262
19,CAUCA,2001,1218955
19,CAUCA,2002,1235188
19,CAUCA,2003,1251001
19,CAUCA,2004,1266447
20,CESAR,1993,752881
20,CESAR,1994,771095
20,CESAR,1995,788898
20,CESAR,1996,806300
20,CESAR,1997,823363
20,CESAR,1998,840167
20,CESAR,1999,856709
20,CESAR,2000,872935
20,CESAR,2001,888830
20,CESAR,2002,904392
20,CESAR,2003,919636
20,CESAR,2004,934589
23,CORDOBA,1993,1291582
23,CORDOBA,1994,1312505
23,CORDOBA,1995,1333433
23,CORDOBA,1996,1354338
23,CORDOBA,1997,1375245
23,CORDOBA,1998,1396157
23,CORDOBA,1999,1417058
23,CORDOBA,2000,1437868
23,CORDOBA,2001,1458524
23,CORDOBA,2002,1479008
23,CORDOBA,2003,1499332
23,CORDOBA,2004,1519528
25,CUNDINAMARCA,1993,1822114
25,CUNDINAMARCA,1994,1808276
25,CUNDINAMARCA,1995,1798633
25,CUNDINAMARCA,1996,1793018
25,CUNDINAMARCA,1997,1791331
25,CUNDINAMARCA,1998,1793463
25,CUNDINAMARCA,1999,1799222
25,CUNDINAMARCA,2000,1808398
25,CUNDINAMARCA,2001,1820848
25,CUNDINAMARCA,2002,1836523
25,CUNDINAMARCA,2003,1855495
25,CUNDINAMARCA,2004,1877914
27,CHOCO,1993,285998
27,CHOCO,1994,294332
27,CHOCO,1995,302720
27,CHOCO,1996,311225
27,CHOCO,1997,319960
27,CHOCO,1998,329044
27,CHOCO,1999,338493
27,CHOCO,2000,348270
27,CHOCO,2001,358373
27,CHOCO,2002,368818
27,CHOCO,2003,379651
27,CHOCO,2004,390932
41,HUILA,1993,786467
41,HUILA,1994,800369
41,HUILA,1995,814226
41,HUILA,1996,827965
41,HUILA,1997,841564
41,HUILA,1998,854992
41,HUILA,1999,868201
41,HUILA,2000,881125
41,HUILA,2001,893735
41,HUILA,2002,906072
41,HUILA,2003,918198
41,HUILA,2004,930198
44,LA GUAJIRA,1993,480168
44,LA GUAJIRA,1994,492242
44,LA GUAJIRA,1995,504634
44,LA GUAJIRA,1996,517352
44,LA GUAJIRA,1997,530456
44,LA GUAJIRA,1998,544002
44,LA GUAJIRA,1999,557993
44,LA GUAJIRA,2000,572422
44,LA GUAJIRA,2001,587253
44,LA GUAJIRA,2002,602182
44,LA GUAJIRA,2003,617010
44,LA GUAJIRA,2004,631693
47,MAGDALENA,1993,906779
47,MAGDALENA,1994,920982
47,MAGDALENA,1995,935399
47,MAGDALENA,1996,950076
47,MAGDALENA,1997,965075
47,MAGDALENA,1998,980446
47,MAGDALENA,1999,996210
47,MAGDALENA,2000,1012346
47,MAGDALENA,2001,1028811
47,MAGDALENA,2002,1045572
47,MAGDALENA,2003,1062649
47,MAGDALENA,2004,1080076
50,META,1993,546686
50,META,1994,566302
50,META,1995,586172
50,META,1996,606254
50,META,1997,626541
50,META,1998,647030
50,META,1999,667684
50,META,2000,688419
50,META,2001,709212
50,META,2002,730069
50,META,2003,751036
50,META,2004,772192
52,NARINO,1993,1312189
52,NARINO,1994,1330283
52,NARINO,1995,1348583
52,NARINO,1996,1366907
52,NARINO,1997,1385075
52,NARINO,1998,1402894
52,NARINO,1999,1420228
52,NARINO,2000,1436872
52,NARINO,2001,1452713
52,NARINO,2002,1467795
52,NARINO,2003,1482363
52,NARINO,2004,1496726
54,NORTE DE SANTANDER,1993,1084628
54,NORTE DE SANTANDER,1994,1105462
54,NORTE DE SANTANDER,1995,1125919
54,NORTE DE SANTANDER,1996,1145962
54,NORTE DE SANTANDER,1997,1165505
54,NORTE DE SANTANDER,1998,1184424
54,NORTE DE SANTANDER,1999,1202655
54,NORTE DE SANTANDER,2000,1220099
54,NORTE DE SANTANDER,2001,1236732
54,NORTE DE SANTANDER,2002,1252638
54,NORTE DE SANTANDER,2003,1268004
54,NORTE DE SANTANDER,2004,1283002
63,QUINDIO,1993,477438
63,QUINDIO,1994,481802
63,QUINDIO,1995,486126
63,QUINDIO,1996,490303
63,QUINDIO,1997,494232
63,QUINDIO,1998,497813
63,QUINDIO,1999,500989
63,QUINDIO,2000,503667
63,QUINDIO,2001,505808
63,QUINDIO,2002,507466
63,QUINDIO,2003,508808
63,QUINDIO,2004,510019
66,RISARALDA,1993,775112
66,RISARALDA,1994,787003
66,RISARALDA,1995,798662
66,RISARALDA,1996,809909
66,RISARALDA,1997,820594
66,RISARALDA,1998,830512
66,RISARALDA,1999,839612
66,RISARALDA,2000,847747
66,RISARALDA,2001,854846
66,RISARALDA,2002,861038
66,RISARALDA,2003,866728
66,RISARALDA,2004,872340
68,SANTANDER,1993,1582988
68,SANTANDER,1994,1609375
68,SANTANDER,1995,1636065
68,SANTANDER,1996,1662955
68,SANTANDER,1997,1689697
68,SANTANDER,1998,1715927
68,SANTANDER,1999,1741504
68,SANTANDER,2000,1766322
68,SANTANDER,2001,1790338
68,SANTANDER,2002,1813722
68,SANTANDER,2003,1836764
68,SANTANDER,2004,1859665
70,SUCRE,1993,671156
70,SUCRE,1994,681130
70,SUCRE,1995,690851
70,SUCRE,1996,700342
70,SUCRE,1997,709721
70,SUCRE,1998,719121
70,SUCRE,1999,728579
70,SUCRE,2000,738069
70,SUCRE,2001,747556
70,SUCRE,2002,756956
70,SUCRE,2003,766160
70,SUCRE,2004,775124
73,TOLIMA,1993,1244218
73,TOLIMA,1994,1251226
73,TOLIMA,1995,1257944
73,TOLIMA,1996,1264350
73,TOLIMA,1997,1270532
73,TOLIMA,1998,1276542
73,TOLIMA,1999,1282326
73,TOLIMA,2000,1287782
73,TOLIMA,2001,1292815
73,TOLIMA,2002,1297217
73,TOLIMA,2003,1300806
73,TOLIMA,2004,1303498
76,VALLE DEL CAUCA,1993,3764757
76,VALLE DEL CAUCA,1994,3811604
76,VALLE DEL CAUCA,1995,3857556
76,VALLE DEL CAUCA,1996,3902219
76,VALLE DEL CAUCA,1997,3945170
76,VALLE DEL CAUCA,1998,3985847
76,VALLE DEL CAUCA,1999,4024108
76,VALLE DEL CAUCA,2000,4059339
76,VALLE DEL CAUCA,2001,4091230
76,VALLE DEL CAUCA,2002,4120344
76,VALLE DEL CAUCA,2003,4148271
76,VALLE DEL CAUCA,2004,4176734
81,ARAUCA,1993,195445
81,ARAUCA,1994,198593
81,ARAUCA,1995,201607
81,ARAUCA,1996,204462
81,ARAUCA,1997,207149
81,ARAUCA,1998,209654
81,ARAUCA,1999,211963
81,ARAUCA,2000,214048
81,ARAUCA,2001,215899
81,ARAUCA,2002,217509
81,ARAUCA,2003,218903
81,ARAUCA,2004,220115
85,CASANARE,1993,239172
85,CASANARE,1994,245938
85,CASANARE,1995,252791
85,CASANARE,1996,259749
85,CASANARE,1997,266815
85,CASANARE,1998,273971
85,CASANARE,1999,281194
85,CASANARE,2000,288447
85,CASANARE,2001,295715
85,CASANARE,2002,303003
85,CASANARE,2003,310315
85,CASANARE,2004,317671
86,PUTUMAYO,1993,184865
86,PUTUMAYO,1994,191484
86,PUTUMAYO,1995,198295
86,PUTUMAYO,1996,205252
86,PUTUMAYO,1997,212297
86,PUTUMAYO,1998,219369
86,PUTUMAYO,1999,226408
86,PUTUMAYO,2000,233360
